Series ID,State ID,,,Series name,State name,"Jan
JTU000000280000000QUR,28,28,JTUQUR,"Quits rate, not seasonally adjusted",Mississippi,2.8,2.4,1.8,1.6,2.3,2.6,2.7,4.1,3.1,2.8,2.4,3.2,2.9,2.8,3.4,3.7,2.9,3.6,3.2,4.3,,,,
JTS000000290000000QUL,29,29,JTSQUL,"Quits levels, seasonally adjusted",Missouri,82,84,68,52,58,67,69,66,77,64,63,75,71,78,72,75,77,90,88,94,,,,
JTU000000290000000QUL,29,29,JTUQUL,"Quits levels, not seasonally adjusted",Missouri,82,77,65,45,56,74,79,84,81,62,53,64,73,73,70,69,75,100,98,110,,,,
JTS000000290000000QUR,29,29,JTSQUR,"Quits rate, seasonally adjusted",Missouri,2.8,2.9,2.3,2,2.2,2.5,2.5,2.4,2.8,2.3,2.3,2.7,2.5,2.8,2.6,2.7,2.7,3.2,3.1,3.3,,,,
JTU000000290000000QUR,29,29,JTUQUR,"Quits rate, not seasonally adjusted",Missouri,2.9,2.7,2.2,1.7,2.1,2.7,2.9,3,2.9,2.2,1.9,2.3,2.6,2.6,2.5,2.5,2.6,3.5,3.5,3.9,,,,
JTS000000300000000QUL,30,30,JTSQUL,"Quits levels, seasonally adjusted",Montana,15,13,10,9,5,10,14,14,13,13,14,12,16,13,15,15,9,14,15,16,,,,
JTU000000300000000QUL,30,30,JTUQUL,"Quits levels, not seasonally adjusted",Montana,13,10,8,7,7,11,15,18,17,16,12,10,15,9,13,14,10,14,17,21,,,,
JTS000000300000000QUR,30,30,JTSQUR,"Quits rate, seasonally adjusted",Montana,3.1,2.7,2.1,2.1,1.1,2.2,3,3,2.7,2.7,2.9,2.5,3.3,2.7,3.1,3.1,1.9,2.9,3.1,3.3,,,,
JTU000000300000000QUR,30,30,JTUQUR,"Quits rate, not seasonally adjusted",Montana,2.7,2.1,1.6,1.7,1.4,2.4,3.2,3.9,3.6,3.2,2.6,2.1,3.1,2,2.7,3,2.1,2.9,3.4,4.3,,,,
JTS000000310000000QUL,31,31,JTSQUL,"Quits levels, seasonally adjusted",Nebraska,27,26,23,10,14,19,29,22,24,25,25,24,26,28,29,17,23,28,30,33,,,,
JTU000000310000000QUL,31,31,JTUQUL,"Quits levels, not seasonally adjusted",Nebraska,27,21,20,9,17,20,31,28,24,27,21,20,26,25,26,17,26,32,32,38,,,,
JTS000000310000000QUR,31,31,JTSQUR,"Quits rate, seasonally adjusted",Nebraska,2.6,2.5,2.2,1.1,1.5,2,3,2.2,2.4,2.5,2.5,2.4,2.6,2.8,2.9,1.7,2.3,2.8,3,3.2,,,,
JTU000000310000000QUR,31,31,JTUQUR,"Quits rate, not seasonally adjusted",Nebraska,2.7,2,1.9,1,1.8,2,3.2,2.9,2.5,2.7,2.1,1.9,2.6,2.5,2.6,1.7,2.5,3.1,3.2,3.7,,,,
JTS000000320000000QUL,32,32,JTSQUL,"Quits levels, seasonally adjusted",Nevada,40,39,44,20,36,34,40,25,39,33,38,34,43,42,42,58,79,43,42,47,,,,
JTU000000320000000QUL,32,32,JTUQUL,"Quits levels, not seasonally adjusted",Nevada,38,29,44,24,35,37,45,37,38,30,32,31,42,32,43,64,78,51,47,64,,,,
JTS000000320000000QUR,32,32,JTSQUR,"Quits rate, seasonally adjusted",Nevada,2.8,2.7,3.1,1.8,3.3,2.8,3.2,2,3.1,2.6,3,2.7,3.3,3.3,3.2,4.4,6,3.2,3.1,3.5,,,,
JTU000000320000000QUR,32,32,JTUQUR,"Quits rate, not seasonally adjusted",Nevada,2.7,2,3.1,2.2,3.2,3.1,3.7,2.9,3,2.3,2.5,2.4,3.3,2.5,3.3,4.9,5.9,3.8,3.5,4.7,,,,
JTS000000330000000QUL,33,33,JTSQUL,"Quits levels, seasonally adjusted",New Hampshire,12,14,10,8,7,11,12,11,11,13,14,13,12,14,15,15,13,17,19,17,,,,
JTU000000330000000QUL,33,33,JTUQUL,"Quits levels, not seasonally adjusted",New Hampshire,12,11,9,8,7,12,11,15,14,13,12,10,12,11,14,15,14,19,19,21,,,,
JTS000000330000000QUR,33,33,JTSQUR,"Quits rate, seasonally adjusted",New Hampshire,1.7,2,1.5,1.4,1.2,1.8,1.9,1.7,1.7,2,2.2,2,1.9,2.1,2.3,2.3,2,2.6,2.9,2.6,,,,
JTU000000330000000QUR,33,33,JTUQUR,"Quits rate, not seasonally adjusted",New Hampshire,1.8,1.6,1.3,1.4,1.2,2,1.8,2.3,2.2,2,1.9,1.5,1.8,1.7,2.1,2.3,2.1,2.9,2.8,3.2,,,,
JTS000000340000000QUL,34,34,JTSQUL,"Quits levels, seasonally adjusted",New Jersey,78,69,86,63,72,73,81,69,90,107,85,71,82,88,75,87,101,102,100,103,,,,
JTU000000340000000QUL,34,34,JTUQUL,"Quits levels, not seasonally adjusted",New Jersey,78,48,73,60,67,70,94,82,113,119,77,59,85,66,65,85,101,104,113,119,,,,
JTS000000340000000QUR,34,34,JTSQUR,"Quits rate, seasonally adjusted",New Jersey,1.8,1.6,2,1.8,2,2,2.2,1.8,2.3,2.8,2.2,1.8,2.1,2.3,1.9,2.2,2.6,2.6,2.5,2.6,,,,
JTU000000340000000QUR,34,34,JTUQUR,"Quits rate, not seasonally adjusted",New Jersey,1.9,1.2,1.8,1.7,1.9,1.9,2.5,2.2,2.9,3.1,2,1.5,2.2,1.7,1.7,2.2,2.6,2.6,2.8,3,,,,
JTS000000350000000QUL,35,35,JTSQUL,"Quits levels, seasonally adjusted",New Mexico,23,22,16,12,9,14,20,19,18,18,18,24,18,25,21,21,19,23,22,26,,,,
JTU000000350000000QUL,35,35,JTUQUL,"Quits levels, not seasonally adjusted",New Mexico,21,17,14,12,11,18,23,26,17,18,14,20,16,21,19,22,21,28,25,34,,,,
JTS000000350000000QUR,35,35,JTSQUR,"Quits rate, seasonally adjusted",New Mexico,2.7,2.6,1.9,1.6,1.2,1.8,2.6,2.4,2.3,2.3,2.3,3.1,2.3,3.2,2.7,2.7,2.4,2.9,2.7,3.2,,,,
JTU000000350000000QUR,35,35,JTUQUR,"Quits rate, not seasonally adjusted",New Mexico,2.5,1.9,1.6,1.5,1.5,2.3,3,3.4,2.1,2.3,1.8,2.5,2.1,2.7,2.4,2.8,2.6,3.5,3.1,4.2,,,,
JTS000000360000000QUL,36,36,JTSQUL,"Quits levels, seasonally adjusted",New York,150,152,138,101,105,119,138,135,123,131,131,143,114,124,138,152,136,164,199,200,,,,
JTU000000360000000QUL,36,36,JTUQUL,"Quits levels, not seasonally adjusted",New York,162,115,119,93,111,131,153,195,134,126,103,122,124,90,126,154,137,180,222,271,,,,
JTS000000360000000QUR,36,36,JTSQUR,"Quits rate, seasonally adjusted",New York,1.5,1.5,1.4,1.3,1.3,1.4,1.7,1.6,1.4,1.5,1.5,1.6,1.3,1.4,1.6,1.7,1.5,1.8,2.2,2.2,,,,
JTU000000360000000QUR,36,36,JTUQUR,"Quits rate, not seasonally adjusted",New York,1.7,1.2,1.2,1.2,1.4,1.6,1.8,2.3,1.5,1.4,1.2,1.4,1.4,1,1.4,1.7,1.5,2,2.5,3,,,,
JTS000000370000000QUL,37,37,JTSQUL,"Quits levels, seasonally adjusted",North Carolina,115,108,89,69,88,93,98,102,101,131,132,120,125,118,124,150,149,139,149,153,,,,
JTU000000370000000QUL,37,37,JTUQUL,"Quits levels, not seasonally adjusted",North Carolina,115,98,80,66,83,97,111,135,100,139,114,106,133,102,113,159,146,142,167,190,,,,
JTS000000370000000QUR,37,37,JTSQUR,"Quits rate, seasonally adjusted",North Carolina,2.5,2.3,1.9,1.7,2.1,2.2,2.3,2.3,2.3,3,3,2.7,2.8,2.7,2.8,3.4,3.3,3.1,3.3,3.4,,,,
JTU000000370000000QUR,37,37,JTUQUR,"Quits rate, not seasonally adjusted",North Carolina,2.5,2.1,1.7,1.6,2,2.3,2.6,3.1,2.3,3.1,2.5,2.4,3,2.3,2.5,3.6,3.3,3.1,3.7,4.2,,,,
JTS000000380000000QUL,38,38,JTSQUL,"Quits levels, seasonally adjusted",North Dakota,12,12,10,7,9,9,13,8,11,11,11,10,11,11,12,11,13,13,13,13,,,,
JTU000000380000000QUL,38,38,JTUQUL,"Quits levels, not seasonally adjusted",North Dakota,11,9,10,6,9,10,13,13,12,11,11,8,9,9,12,10,13,14,14,17,,,,
JTS000000380000000QUR,38,38,JTSQUR,"Quits rate, seasonally adjusted",North Dakota,2.7,2.7,2.3,1.8,2.3,2.3,3.2,2,2.7,2.7,2.7,2.5,2.7,2.7,2.9,2.6,3.1,3.1,3.1,3.1,,,,
JTU000000380000000QUR,38,38,JTUQUR,"Quits rate, not seasonally adjusted",North Dakota,2.4,2.1,2.3,1.5,2.3,2.5,3.3,3.2,2.9,2.8,2.6,1.9,2.3,2.2,2.9,2.4,3.2,3.3,3.3,4,,,,
JTS000000390000000QUL,39,39,JTSQUL,"Quits levels, seasonally adjusted",Ohio,122,127,113,77,74,119,131,110,130,131,123,124,134,121,126,148,134,137,140,153,,,,
JTU000000390000000QUL,39,39,JTUQUL,"Quits levels, not seasonally adjusted",Ohio,112,105,102,81,90,126,159,134,139,133,104,98,128,94,115,156,152,145,162,181,,,,
JTS000000390000000QUR,39,39,JTSQUR,"Quits rate, seasonally adjusted",Ohio,2.2,2.3,2,1.6,1.5,2.3,2.5,2.1,2.5,2.5,2.3,2.3,2.5,2.3,2.4,2.8,2.5,2.6,2.6,2.9,,,,
JTU000000390000000QUR,39,39,JTUQUR,"Quits rate, not seasonally adjusted",Ohio,2,1.9,1.9,1.7,1.8,2.4,3.1,2.6,2.6,2.5,1.9,1.8,2.5,1.8,2.2,2.9,2.8,2.7,3,3.4,,,,
JTS000000400000000QUL,40,40,JTSQUL,"Quits levels, seasonally adjusted",Oklahoma,46,39,35,36,25,40,39,40,41,44,41,43,51,43,43,54,40,45,57,53,,,,
JTU000000400000000QUL,40,40,JTUQUL,"Quits levels, not seasonally adjusted",Oklahoma,46,33,30,35,31,42,47,50,40,45,33,36,54,35,37,53,46,48,67,65,,,,
JTS000000400000000QUR,40,40,JTSQUR,"Quits rate, seasonally adjusted",Oklahoma,2.7,2.3,2.1,2.3,1.6,2.5,2.4,2.5,2.5,2.7,2.5,2.7,3.1,2.7,2.6,3.3,2.5,2.8,3.5,3.2,,,,
JTU000000400000000QUR,40,40,JTUQUR,"Quits rate, not seasonally adjusted",Oklahoma,2.7,2,1.8,2.2,1.9,2.7,3,3.1,2.5,2.8,2,2.2,3.4,2.2,2.3,3.2,2.8,2.9,4.1,4,,,,
JTS000000410000000QUL,41,41,JTSQUL,"Quits levels, seasonally adjusted",Oregon,51,53,43,27,28,32,41,38,40,40,39,49,49,46,57,58,57,50,49,58,,,,
JTU000000410000000QUL,41,41,JTUQUL,"Quits levels, not seasonally adjusted",Oregon,44,42,37,25,28,36,51,52,44,43,32,43,43,37,52,58,58,52,59,74,,,,
JTS000000410000000QUR,41,41,JTSQUR,"Quits rate, seasonally adjusted",Oregon,2.6,2.7,2.2,1.6,1.6,1.8,2.3,2.1,2.2,2.2,2.1,2.7,2.7,2.5,3.1,3.1,3.1,2.7,2.6,3.1,,,,
JTU000000410000000QUR,41,41,JTUQUR,"Quits rate, not seasonally adjusted",Oregon,2.3,2.2,1.9,1.5,1.6,2.1,2.9,2.9,2.4,2.3,1.8,2.4,2.4,2,2.8,3.2,3.1,2.8,3.2,3.9,,,,
JTS000000420000000QUL,42,42,JTSQUL,"Quits levels, seasonally adjusted",Pennsylvania,119,117,77,58,50,93,110,90,109,92,116,102,102,106,125,125,87,114,118,120,,,,
JTU000000420000000QUL,42,42,JTUQUL,"Quits levels, not seasonally adjusted",Pennsylvania,116,94,67,67,60,109,123,122,109,84,91,82,101,88,118,135,95,130,131,152,,,,
JTS000000420000000QUR,42,42,JTSQUR,"Quits rate, seasonally adjusted",Pennsylvania,2,1.9,1.3,1.2,1,1.7,2,1.6,1.9,1.6,2.1,1.8,1.8,1.9,2.2,2.2,1.5,2,2.1,2.1,,,,
JTU000000420000000QUR,42,42,JTUQUR,"Quits rate, not seasonally adjusted",Pennsylvania,1.9,1.6,1.1,1.3,1.2,2,2.2,2.2,1.9,1.5,1.6,1.4,1.8,1.6,2.1,2.4,1.7,2.3,2.3,2.6,,,,
JTS000000440000000QUL,44,44,JTSQUL,"Quits levels, seasonally adjusted",Rhode Island,9,10,8,8,4,7,8,8,10,10,10,11,9,10,11,13,9,11,11,12,,,,
JTU000000440000000QUL,44,44,JTUQUL,"Quits levels, not seasonally adjusted",Rhode Island,10,7,6,7,5,7,8,10,11,10,9,9,11,7,10,12,10,12,12,14,,,,
JTS000000440000000QUR,44,44,JTSQUR,"Quits rate, seasonally adjusted",Rhode Island,1.8,2,1.6,2,1,1.6,1.8,1.7,2.2,2.2,2.2,2.4,1.9,2.2,2.4,2.8,1.9,2.3,2.3,2.5,,,,
JTU000000440000000QUR,44,44,JTUQUR,"Quits rate, not seasonally adjusted",Rhode Island,2.1,1.4,1.3,1.8,1.1,1.6,1.9,2.2,2.4,2.2,1.8,2,2.4,1.6,2.2,2.7,2.1,2.4,2.5,2.9,,,,
JTS000000450000000QUL,45,45,JTSQUL,"Quits levels, seasonally adjusted",South Carolina,75,56,46,42,43,50,51,57,62,69,73,54,65,56,66,89,61,60,64,62,,,,
JTU000000450000000QUL,45,45,JTUQUL,"Quits levels, not seasonally adjusted",South Carolina,75,46,38,36,37,52,60,72,67,75,63,47,70,48,58,82,54,61,75,78,,,,
JTS000000450000000QUR,45,45,JTSQUR,"Quits rate, seasonally adjusted",South Carolina,3.4,2.5,2.1,2.2,2.2,2.5,2.5,2.8,3,3.3,3.5,2.6,3.1,2.7,3.1,4.2,2.9,2.8,3,2.9,,,,
JTU000000450000000QUR,45,45,JTUQUR,"Quits rate, not seasonally adjusted",South Carolina,3.5,2.1,1.8,1.9,1.9,2.6,2.9,3.5,3.2,3.6,3,2.2,3.4,2.3,2.7,3.9,2.5,2.8,3.5,3.6,,,,
JTS000000460000000QUL,46,46,JTSQUL,"Quits levels, seasonally adjusted",South Dakota,11,11,9,4,6,8,10,10,9,10,9,10,11,10,11,9,9,12,11,15,,,,
JTU000000460000000QUL,46,46,JTUQUL,"Quits levels, not seasonally adjusted",South Dakota,9,8,8,4,6,7,10,13,13,11,9,8,10,8,10,8,10,12,11,17,,,,
JTS000000460000000QUR,46,46,JTSQUR,"Quits rate, seasonally adjusted",South Dakota,2.5,2.5,2,1,1.5,1.9,2.4,2.4,2.1,2.3,2.1,2.3,2.5,2.3,2.5,2.1,2.1,2.8,2.5,3.4,,,,
JTU000000460000000QUR,46,46,JTUQUR,"Quits rate, not seasonally adjusted",South Dakota,2.1,1.9,1.8,0.9,1.5,1.8,2.3,3,2.9,2.6,2,1.9,2.4,1.9,2.2,1.9,2.2,2.8,2.5,3.9,,,,
JTS000000470000000QUL,47,47,JTSQUL,"Quits levels, seasonally adjusted",Tennessee,94,77,57,66,60,74,71,83,86,81,85,85,83,84,95,106,88,82,81,104,,,,
JTU000000470000000QUL,47,47,JTUQUL,"Quits levels, not seasonally adjusted",Tennessee,91,63,57,61,71,77,95,97,84,85,64,76,83,67,94,102,99,84,101,123,,,,
JTS000000470000000QUR,47,47,JTSQUR,"Quits rate, seasonally adjusted",Tennessee,3,2.4,1.8,2.4,2.1,2.5,2.4,2.8,2.9,2.7,2.8,2.8,2.7,2.8,3.1,3.5,2.9,2.6,2.6,3.4,,,,
JTU000000470000000QUR,47,47,JTUQUR,"Quits rate, not seasonally adjusted",Tennessee,2.9,2,1.8,2.2,2.5,2.6,3.2,3.3,2.8,2.8,2.1,2.5,2.8,2.2,3.1,3.3,3.2,2.7,3.3,4,,,,
JTS000000480000000QUL,48,48,JTSQUL,"Quits levels, seasonally adjusted",Texas,342,333,298,178,270,216,262,295,352,340,324,396,326,314,372,346,348,363,360,379,,,,
JTU000000480000000QUL,48,48,JTUQUL,"Quits levels, not seasonally adjusted",Texas,340,280,277,196,281,243,309,370,355,339,271,342,332,253,349,365,359,393,414,464,,,,
JTS000000480000000QUR,48,48,JTSQUR,"Quits rate, seasonally adjusted",Texas,2.6,2.6,2.3,1.5,2.3,1.8,2.2,2.4,2.9,2.8,2.6,3.2,2.6,2.5,3,2.8,2.8,2.9,2.8,3,,,,
JTU000000480000000QUR,48,48,JTUQUR,"Quits rate, not seasonally adjusted",Texas,2.6,2.2,2.2,1.7,2.4,2,2.6,3.1,2.9,2.8,2.2,2.7,2.7,2,2.8,2.9,2.8,3.1,3.3,3.6,,,,
JTS000000490000000QUL,49,49,JTSQUL,"Quits levels, seasonally adjusted",Utah,44,41,32,17,19,29,39,39,37,36,37,36,41,48,43,40,29,46,43,42,,,,
JTU000000490000000QUL,49,49,JTUQUL,"Quits levels, not seasonally adjusted",Utah,44,30,26,21,24,32,42,49,39,34,28,32,43,38,38,47,35,48,48,53,,,,
JTS000000490000000QUR,49,49,JTSQUR,"Quits rate, seasonally adjusted",Utah,2.8,2.6,2,1.2,1.3,1.9,2.6,2.5,2.4,2.3,2.4,2.3,2.6,3,2.7,2.5,1.8,2.9,2.7,2.6,,,,
JTU000000490000000QUR,49,49,JTUQUR,"Quits rate, not seasonally adjusted",Utah,2.8,1.9,1.7,1.5,1.6,2.1,2.8,3.2,2.5,2.2,1.8,2,2.7,2.4,2.4,3,2.2,3,3,3.3,,,,
JTS000000500000000QUL,50,50,JTSQUL,"Quits levels, seasonally adjusted",Vermont,7,7,5,1,1,5,6,5,6,7,8,7,6,7,7,4,4,7,9,8,,,,
JTU000000500000000QUL,50,50,JTUQUL,"Quits levels, not seasonally adjusted",Vermont,6,5,5,4,4,5,5,6,6,6,7,5,6,5,6,7,6,7,8,9,,,,
JTS000000500000000QUR,50,50,JTSQUR,"Quits rate, seasonally adjusted",Vermont,2.2,2.2,1.6,0.4,0.4,1.8,2.2,1.8,2.1,2.4,2.8,2.4,2.1,2.4,2.4,1.4,1.4,2.4,3,2.7,,,,
JTU000000500000000QUR,50,50,JTUQUR,"Quits rate, not seasonally adjusted",Vermont,1.9,1.5,1.5,1.7,1.4,1.9,2,2.1,2.1,2,2.4,1.7,2,1.6,2.2,2.6,2.2,2.4,2.8,2.9,,,,
JTS000000510000000QUL,51,51,JTSQUL,"Quits levels, seasonally adjusted",Virginia,102,83,76,64,55,65,70,68,84,91,93,83,86,88,92,127,102,105,98,112,,,,
JTU000000510000000QUL,51,51,JTUQUL,"Quits levels, not seasonally adjusted",Virginia,98,73,70,61,58,71,82,90,86,96,81,71,80,75,86,125,107,114,109,141,,,,
JTS000000510000000QUR,51,51,JTSQUR,"Quits rate, seasonally adjusted",Virginia,2.5,2,1.9,1.8,1.5,1.8,1.9,1.8,2.2,2.3,2.4,2.1,2.2,2.3,2.4,3.3,2.6,2.7,2.5,2.9,,,,
JTU000000510000000QUR,51,51,JTUQUR,"Quits rate, not seasonally adjusted",Virginia,2.4,1.8,1.7,1.7,1.6,1.9,2.2,2.4,2.2,2.5,2.1,1.8,2.1,2,2.2,3.2,2.8,2.9,2.8,3.6,,,,
JTS000000530000000QUL,53,53,JTSQUL,"Quits levels, seasonally adjusted",Washington,78,80,62,51,57,52,63,54,54,59,62,61,68,68,66,75,83,85,80,82,,,,
JTU000000530000000QUL,53,53,JTUQUL,"Quits levels, not seasonally adjusted",Washington,77,66,55,44,49,52,77,76,62,71,46,48,71,61,61,73,78,84,95,106,,,,
JTS000000530000000QUR,53,53,JTSQUR,"Quits rate, seasonally adjusted",Washington,2.2,2.3,1.8,1.6,1.8,1.6,2,1.7,1.7,1.8,1.9,1.9,2.1,2.1,2,2.2,2.5,2.5,2.4,2.4,,,,
JTU000000530000000QUR,53,53,JTUQUR,"Quits rate, not seasonally adjusted",Washington,2.2,1.9,1.6,1.4,1.6,1.6,2.4,2.3,1.9,2.2,1.4,1.5,2.2,1.9,1.8,2.2,2.3,2.5,2.8,3.1,,,,
JTS000000540000000QUL,54,54,JTSQUL,"Quits levels, seasonally adjusted",West Virginia,20,19,16,12,12,13,18,19,22,21,20,20,20,20,20,22,20,18,24,23,,,,
JTU000000540000000QUL,54,54,JTUQUL,"Quits levels, not seasonally adjusted",West Virginia,20,18,13,11,13,14,22,24,20,23,18,17,20,18,17,22,21,18,29,29,,,,
JTS000000540000000QUR,54,54,JTSQUR,"Quits rate, seasonally adjusted",West Virginia,2.8,2.6,2.2,1.9,1.9,2,2.7,2.9,3.3,3.1,3,3,3,2.9,2.9,3.2,2.9,2.6,3.5,3.3,,,,
JTU000000540000000QUR,54,54,JTUQUR,"Quits rate, not seasonally adjusted",West Virginia,2.9,2.5,1.8,1.8,2,2,3.4,3.6,3,3.3,2.6,2.6,3.1,2.6,2.4,3.2,3.1,2.6,4.2,4.2,,,,
JTS000000550000000QUL,55,55,JTSQUL,"Quits levels, seasonally adjusted",Wisconsin,70,62,59,30,35,42,80,55,56,61,58,56,62,68,65,71,74,77,77,97,,,,
JTS000000550000000QUR,55,55,JTSQUR,"Quits rate, seasonally adjusted",Wisconsin,2.3,2.1,2,1.2,1.3,1.5,2.9,2,2,2.2,2.1,2,2.2,2.4,2.3,2.5,2.6,2.7,2.7,3.4,,,,
JTU000000550000000QUL,55,55,JTUQUL,"Quits levels, not seasonally adjusted",Wisconsin,67,48,53,31,41,47,84,69,60,60,50,48,62,57,59,73,81,84,81,109,,,,
JTU000000550000000QUR,55,55,JTUQUR,"Quits rate, not seasonally adjusted",Wisconsin,2.3,1.6,1.8,1.2,1.5,1.7,3,2.4,2.1,2.1,1.8,1.7,2.2,2,2.1,2.6,2.8,2.9,2.8,3.8,,,,
JTS000000560000000QUL,56,56,JTSQUL,"Quits levels, seasonally adjusted",Wyoming,10,10,7,3,5,6,8,6,7,8,7,7,9,10,9,7,7,8,9,8,,,,
JTS000000560000000QUR,56,56,JTSQUR,"Quits rate, seasonally adjusted",Wyoming,3.5,3.5,2.4,1.1,1.9,2.3,3,2.2,2.6,2.9,2.6,2.6,3.3,3.7,3.3,2.5,2.6,2.9,3.3,2.9,,,,
JTU000000560000000QUL,56,56,JTUQUL,"Quits levels, not seasonally adjusted",Wyoming,8,7,4,3,4,6,7,9,10,10,8,5,8,7,7,7,7,7,9,12,,,,
JTU000000560000000QUR,56,56,JTUQUR,"Quits rate, not seasonally adjusted",Wyoming,2.8,2.4,1.6,1.3,1.7,2.1,2.7,3.1,3.6,3.5,3,1.8,2.9,2.7,2.5,2.5,2.6,2.6,3.1,4.2,,,,
